t,o,h,l,c,v,s
1736047740,2.3882,2.3895,2.3882,2.3893,35,XRP_USDT
1736047740,98111.5,98125.4,98111.4,98125.4,4426,BTC_USDT
1736047740,3632.6,3634.05,3631.65,3634.05,5069,ETH_USDT
1736047740,217.2,217.41,217.19,217.41,268,SOL_USDT
1736047800,217.43,217.45,217.32,217.37,419,SOL_USDT
1736047800,3634.1,3634.5,3632.2,3632.2,2242,ETH_USDT
1736047800,0.3893,0.38958,0.38901,0.38901,14740,DOGE_USDT
1736047800,98125.3,98125.3,98087.6,98087.6,2623,BTC_USDT
1736047800,2.3888,2.3888,2.3877,2.3881,532,XRP_USDT
1736047860,0.389,0.38902,0.3888,0.38889,5643,DOGE_USDT
1736047860,3632,3632.85,3632,3632.65,10845,ETH_USDT
1736047860,217.36,217.7,217.36,217.7,345,SOL_USDT
1736047860,98087.7,98087.7,98081.7,98081.7,5368,BTC_USDT
1736047860,2.3878,2.3882,2.3873,2.3882,275,XRP_USDT
1736047920,2.3879,2.3896,2.3877,2.3891,840,XRP_USDT
1736047920,0.38888,0.38904,0.38869,0.38904,1492,DOGE_USDT
1736047920,3632.65,3633.25,3632,3633.2,3865,ETH_USDT
1736047920,98081.7,98096.5,98075,98096.5,4516,BTC_USDT
1736047920,217.7,217.75,217.58,217.65,468,SOL_USDT
1736047980,2.3895,2.3895,2.3895,2.3895,141,XRP_USDT
1736047980,217.64,217.89,217.63,217.81,857,SOL_USDT
1736047980,3633.2,3634.55,3632.9,3632.95,2516,ETH_USDT
1736047980,0.38904,0.3894,0.38895,0.38935,6898,DOGE_USDT
1736047980,98096.5,98117.7,98082.4,98104.9,18644,BTC_USDT
1736048040,0.38926,0.38929,0.3891,0.38929,595,DOGE_USDT
1736048040,2.389,2.389,2.389,2.389,15,XRP_USDT
1736048040,217.75,217.82,217.63,217.79,593,SOL_USDT
1736048040,98105.6,98105.6,98097.5,98103.2,2636,BTC_USDT
1736048040,3632.85,3633.2,3632.6,3632.8,2017,ETH_USDT
1736048100,2.3895,2.3916,2.3895,2.3913,593,XRP_USDT
1736048100,98103.1,98126.4,98103.1,98126.3,9426,BTC_USDT
1736048100,217.81,217.95,217.81,217.93,841,SOL_USDT
1736048100,0.38927,0.38973,0.38927,0.38973,9505,DOGE_USDT
1736048100,3632.7,3635.35,3632.7,3635.35,15522,ETH_USDT
1736048160,0.38971,0.38981,0.3895,0.3895,17302,DOGE_USDT
1736048160,217.94,218.54,217.94,218.51,2173,SOL_USDT
1736048160,98126.4,98148.6,98126.4,98146.4,12080,BTC_USDT
1736048160,3635.35,3636.6,3635.3,3635.55,10711,ETH_USDT
1736048160,2.392,2.3921,2.3899,2.3899,852,XRP_USDT
1736048220,3635.55,3636.1,3634,3634,5866,ETH_USDT
1736048220,0.3894,0.3894,0.3889,0.38899,8806,DOGE_USDT
1736048220,2.3898,2.3907,2.3898,2.3901,90,XRP_USDT
1736048220,218.57,218.73,218.48,218.6,1157,SOL_USDT
1736048220,98146.3,98146.3,98120,98120.1,739,BTC_USDT
1736048280,2.39,2.39,2.3897,2.3897,16,XRP_USDT
1736048280,98120.1,98125.9,98112.1,98112.2,4086,BTC_USDT
1736048280,218.55,218.65,218.45,218.53,701,SOL_USDT
1736048280,0.38902,0.38933,0.38902,0.38925,9349,DOGE_USDT
1736048280,3633.95,3634.25,3633.1,3633.1,732,ETH_USDT
1736048340,98112.2,98122,98112.1,98117.6,1510,BTC_USDT
1736048340,0.38931,0.38935,0.38931,0.38935,5502,DOGE_USDT
1736048340,2.3905,2.3911,2.3905,2.3909,24,XRP_USDT
1736048340,218.54,218.56,218.43,218.49,341,SOL_USDT
1736048340,3633.3,3634.55,3633.15,3634.5,1978,ETH_USDT
1736048400,2.3902,2.3902,2.3886,2.3892,716,XRP_USDT
1736048400,218.5,218.78,218.5,218.58,1219,SOL_USDT
1736048400,3634.5,3634.5,3633.15,3633.15,6908,ETH_USDT
1736048400,98117.6,98117.6,98095.5,98095.5,2463,BTC_USDT
1736048400,0.38925,0.38925,0.3887,0.38875,10133,DOGE_USDT
1736048460,98095.4,98095.5,98073.8,98073.8,20535,BTC_USDT
1736048460,0.38876,0.38883,0.38831,0.38842,4977,DOGE_USDT
1736048460,2.3892,2.3892,2.3888,2.3888,8,XRP_USDT
1736048460,218.62,218.64,218.25,218.26,363,SOL_USDT
1736048460,3633.2,3633.55,3632.05,3632.3,11483,ETH_USDT
1736048520,98071.4,98071.4,98071.3,98071.3,25537,BTC_USDT
1736048520,218.23,218.59,218.19,218.58,445,SOL_USDT
1736048520,3632.25,3633.2,3632.25,3633.2,13445,ETH_USDT
1736048520,2.3883,2.3883,2.3876,2.3877,271,XRP_USDT
1736048520,0.38841,0.38854,0.38838,0.3884,7451,DOGE_USDT
1736048580,2.3878,2.3879,2.3878,2.3879,384,XRP_USDT
1736048580,218.53,218.53,218.13,218.13,316,SOL_USDT
1736048580,3633.2,3633.2,3631.6,3631.6,2159,ETH_USDT
1736048580,98071.3,98071.3,98070,98070,7897,BTC_USDT
1736048580,0.38835,0.3886,0.38835,0.3886,5527,DOGE_USDT
1736048640,218.12,218.12,217.91,217.91,764,SOL_USDT
1736048640,3631.6,3631.65,3631,3631.3,11997,ETH_USDT
1736048640,0.38863,0.38877,0.38856,0.38865,5714,DOGE_USDT
1736048640,2.3879,2.3879,2.3864,2.3872,3618,XRP_USDT
1736048640,98069.1,98069.1,98061.7,98061.7,3908,BTC_USDT
1736048700,2.3877,2.3877,2.3821,2.3832,618,XRP_USDT
1736048700,3631.3,3631.3,3628.15,3629.05,46692,ETH_USDT
1736048700,98061.7,98061.7,98039,98039,111587,BTC_USDT
1736048700,0.38855,0.38855,0.38802,0.38831,8943,DOGE_USDT
1736048700,217.91,218.05,217.8,218,717,SOL_USDT
1736048760,3629.05,3632.05,3629.05,3632.05,33250,ETH_USDT
1736048760,98039,98068.7,98039,98068.6,26567,BTC_USDT
1736048760,0.38826,0.3888,0.38826,0.38871,30274,DOGE_USDT
1736048760,218.04,218.19,218.02,218.18,342,SOL_USDT
1736048760,2.3835,2.3857,2.3835,2.3855,2974,XRP_USDT
1736048820,218.23,218.26,218.04,218.14,723,SOL_USDT
1736048820,98068.6,98081.6,98068.6,98081.6,5270,BTC_USDT
1736048820,3632.05,3634.25,3632,3633.6,5773,ETH_USDT
1736048820,2.3857,2.3874,2.3857,2.3874,306,XRP_USDT
1736048820,0.38878,0.38894,0.38878,0.38894,11040,DOGE_USDT
1736048880,98081.5,98087.8,98081.5,98087.8,4174,BTC_USDT
1736048880,3633.65,3635.5,3633.6,3635.25,2946,ETH_USDT
1736048880,2.3875,2.3883,2.3875,2.3879,32,XRP_USDT
1736048880,218.15,218.25,218.15,218.25,246,SOL_USDT
1736048880,0.38895,0.38917,0.38893,0.38905,5039,DOGE_USDT
1736048940,0.38893,0.38916,0.38885,0.38899,4402,DOGE_USDT
1736048940,218.26,218.26,218.16,218.2,358,SOL_USDT
1736048940,3635.1,3635.95,3634.85,3634.85,4487,ETH_USDT
1736048940,98088.4,98122.6,98088.4,98122.6,9521,BTC_USDT
1736048940,2.3881,2.3885,2.3872,2.3885,429,XRP_USDT
1736049000,0.38887,0.38887,0.38851,0.38855,3872,DOGE_USDT
1736049000,3634.8,3635.5,3633.85,3635.45,4967,ETH_USDT
1736049000,98122.5,98122.5,98108.1,98122.4,18184,BTC_USDT
1736049000,218.19,218.19,217.83,217.96,1303,SOL_USDT
1736049000,2.3887,2.3887,2.3867,2.3867,39,XRP_USDT
1736049060,2.3867,2.3867,2.3867,2.3867,0,XRP_USDT
1736049060,217.97,218.17,217.97,218.04,504,SOL_USDT
1736049060,3635.45,3636,3634.8,3634.8,7031,ETH_USDT
1736049060,98122.4,98122.4,98103.5,98103.6,7293,BTC_USDT
1736049060,0.38863,0.3887,0.38822,0.38841,132121,DOGE_USDT
1736049120,0.38847,0.38877,0.38847,0.38873,7572,DOGE_USDT
1736049120,2.3865,2.3891,2.3865,2.3891,402,XRP_USDT
1736049120,98103.5,98111.3,98103.5,98111.3,409,BTC_USDT
1736049120,218.04,218.08,218.04,218.04,47,SOL_USDT
1736049120,3634.65,3635.55,3634.65,3635.55,3153,ETH_USDT
1736049180,2.3894,2.3894,2.389,2.3891,461,XRP_USDT
1736049180,98111.3,98111.3,98107.2,98107.2,4484,BTC_USDT
1736049180,218.03,218.03,217.51,217.56,3407,SOL_USDT
1736049180,0.38868,0.38876,0.38841,0.38841,4806,DOGE_USDT
1736049180,3635.55,3635.55,3633.85,3633.85,12609,ETH_USDT
1736049240,3633.8,3635.3,3633.45,3634.75,2745,ETH_USDT
1736049240,2.3887,2.3887,2.3874,2.3875,13,XRP_USDT
1736049240,0.3884,0.3884,0.3879,0.38817,12465,DOGE_USDT
1736049240,98107.2,98116.5,98095.6,98116.5,24229,BTC_USDT
1736049240,217.58,217.7,217.58,217.58,820,SOL_USDT
1736049300,217.58,217.65,217.47,217.48,819,SOL_USDT
1736049300,0.38819,0.38819,0.38802,0.38816,4236,DOGE_USDT
1736049300,3635.05,3635.55,3634.3,3634.35,2824,ETH_USDT
1736049300,98116.6,98123.8,98116.5,98123.7,5421,BTC_USDT
1736049300,2.3882,2.3882,2.3874,2.3874,5,XRP_USDT
1736049360,98123.8,98139.9,98123.8,98138,40800,BTC_USDT
1736049360,217.46,217.62,217.36,217.57,538,SOL_USDT
1736049360,0.38812,0.38827,0.38808,0.38822,1783,DOGE_USDT
1736049360,3634.35,3635.4,3634.3,3634.6,2344,ETH_USDT
1736049360,2.3877,2.3887,2.3877,2.3887,61,XRP_USDT
1736049420,3634.65,3634.9,3634.5,3634.9,1584,ETH_USDT
1736049420,2.3891,2.3893,2.3888,2.3888,99,XRP_USDT
1736049420,98138,98138.1,98130.8,98130.9,1530,BTC_USDT
1736049420,0.38823,0.38823,0.38812,0.3882,111720,DOGE_USDT
1736049420,217.61,217.74,217.61,217.67,367,SOL_USDT
1736049480,2.3893,2.3899,2.3893,2.3896,459,XRP_USDT
1736049480,217.66,217.95,217.66,217.89,121,SOL_USDT
1736049480,98130.1,98157.2,98130,98157.2,13254,BTC_USDT
1736049480,0.38824,0.38861,0.38824,0.38855,5263,DOGE_USDT
1736049480,3635.2,3636,3635.2,3635.7,34741,ETH_USDT
1736049540,3635.7,3636.75,3635.7,3636.75,22597,ETH_USDT
1736049540,217.89,217.89,217.78,217.81,174,SOL_USDT
1736049540,98157.1,98157.2,98150.5,98150.5,86232,BTC_USDT
1736049540,2.3899,2.3899,2.3892,2.3892,91,XRP_USDT
1736049540,0.38845,0.3885,0.38841,0.38846,11994,DOGE_USDT
1736049600,0.38848,0.38922,0.38848,0.38922,125348,DOGE_USDT
1736049600,2.3898,2.3921,2.3898,2.3917,1365,XRP_USDT
1736049600,98150.6,98207,98150.5,98198.9,73495,BTC_USDT
1736049600,217.86,218.16,217.86,217.93,1479,SOL_USDT
1736049600,3636.75,3639.35,3636.75,3638.05,31966,ETH_USDT
1736049660,98191.9,98220,98184.1,98220,72154,BTC_USDT
1736049660,3638.15,3639.3,3637.3,3639.25,19806,ETH_USDT
1736049660,217.94,218.12,217.94,218.08,140,SOL_USDT
1736049660,0.3892,0.3896,0.38908,0.38957,34751,DOGE_USDT
1736049660,2.3912,2.3925,2.3909,2.3925,1670,XRP_USDT
1736049720,2.3926,2.3935,2.3926,2.3934,1611,XRP_USDT
1736049720,0.38954,0.38954,0.38918,0.38948,19684,DOGE_USDT
1736049720,3639.25,3639.75,3638.55,3639.75,11603,ETH_USDT
1736049720,98220,98221.6,98219.6,98221.5,26860,BTC_USDT
1736049720,218.09,218.14,218.08,218.13,207,SOL_USDT
1736049780,98221.6,98230.5,98221.5,98229.6,21090,BTC_USDT
1736049780,218.15,218.42,218.15,218.25,569,SOL_USDT
1736049780,0.38948,0.38997,0.38948,0.38964,17913,DOGE_USDT
1736049780,3639.75,3640.55,3639.4,3639.4,9628,ETH_USDT
1736049780,2.3934,2.3942,2.3916,2.3931,7216,XRP_USDT
1736049840,0.38957,0.39014,0.38957,0.39012,17886,DOGE_USDT
1736049840,3639.2,3640.5,3638.5,3640.25,5363,ETH_USDT
1736049840,98222.3,98231.1,98199.7,98231,30175,BTC_USDT
1736049840,218.23,218.39,218.04,218.39,1221,SOL_USDT
1736049840,2.3927,2.3939,2.3924,2.3937,263,XRP_USDT
1736049900,0.39009,0.39057,0.39009,0.39057,36958,DOGE_USDT
1736049900,2.394,2.3956,2.3935,2.3936,4275,XRP_USDT
1736049900,218.4,218.5,218.12,218.12,556,SOL_USDT
1736049900,3640.2,3640.8,3639.5,3639.6,8305,ETH_USDT
1736049900,98231,98234.5,98229.3,98234.4,7682,BTC_USDT
1736049960,218.12,218.18,218.02,218.11,233,SOL_USDT
1736049960,3639.65,3640.45,3639.05,3640.4,4663,ETH_USDT
1736049960,0.39052,0.39089,0.39013,0.39027,27594,DOGE_USDT
1736049960,2.3936,2.3944,2.3936,2.3944,55,XRP_USDT
1736049960,98234.4,98261.2,98234.4,98261.2,119536,BTC_USDT
1736050020,98261.2,98267.3,98260.4,98267.2,9038,BTC_USDT
1736050020,218.16,218.31,218.11,218.19,132,SOL_USDT
1736050020,2.3946,2.3955,2.3946,2.3951,74,XRP_USDT
1736050020,0.39026,0.39031,0.3902,0.39025,79788,DOGE_USDT
1736050020,3640.4,3640.75,3640.2,3640.75,2345,ETH_USDT
1736050080,2.3955,2.3963,2.3955,2.3963,80,XRP_USDT
1736050080,98267.3,98271.9,98267.2,98271.9,30713,BTC_USDT
1736050080,3640.5,3641.4,3640.5,3641.4,4492,ETH_USDT
1736050080,218.16,218.17,218.09,218.17,86,SOL_USDT
1736050080,0.39023,0.39039,0.3902,0.39039,36902,DOGE_USDT
1736050140,2.3965,2.397,2.3965,2.397,464,XRP_USDT
1736050140,218.18,218.34,218.16,218.18,295,SOL_USDT
1736050140,0.3904,0.39061,0.39035,0.39035,10006,DOGE_USDT
1736050140,3641.2,3642.8,3641.2,3642.1,10899,ETH_USDT
1736050140,98271.9,98305,98271.9,98304.7,37288,BTC_USDT
1736050200,3642.05,3642.05,3640.15,3640.4,6363,ETH_USDT
1736050200,2.3965,2.3965,2.3953,2.396,5185,XRP_USDT
1736050200,98304.6,98304.6,98265.5,98274.5,51641,BTC_USDT
1736050200,0.39034,0.39034,0.39,0.39002,118309,DOGE_USDT
1736050200,218.11,218.12,218,218,226,SOL_USDT
1736050260,0.39005,0.39036,0.39003,0.3902,14682,DOGE_USDT
1736050260,98274.6,98347.2,98274.6,98339.2,156644,BTC_USDT
1736050260,2.3965,2.3994,2.3965,2.3978,926,XRP_USDT
1736050260,3640.4,3642.95,3640.4,3641.85,6377,ETH_USDT
1736050260,217.99,218.19,217.98,218,320,SOL_USDT
1736050320,98339.2,98339.3,98307.4,98307.4,31546,BTC_USDT
1736050320,3641.85,3642,3640.95,3640.95,16051,ETH_USDT
1736050320,2.398,2.3988,2.398,2.3984,278,XRP_USDT
1736050320,217.99,218.08,217.94,218.05,286,SOL_USDT
1736050320,0.39024,0.39028,0.38986,0.38993,14294,DOGE_USDT
1736050380,3640.95,3640.95,3639.4,3639.45,17409,ETH_USDT
1736050380,2.3975,2.3975,2.396,2.396,3280,XRP_USDT
1736050380,0.38988,0.38988,0.38954,0.38958,26220,DOGE_USDT
1736050380,98307.4,98307.4,98238.3,98238.3,110191,BTC_USDT
1736050380,218.04,218.25,217.98,218.13,405,SOL_USDT
1736050440,0.38954,0.38954,0.38876,0.3892,182841,DOGE_USDT
1736050440,2.396,2.396,2.3947,2.3947,2203,XRP_USDT
1736050440,3639.4,3639.4,3638.35,3638.35,19801,ETH_USDT
1736050440,98238.2,98238.2,98214,98227.2,55243,BTC_USDT
1736050440,217.98,218.04,217.94,218.02,170,SOL_USDT
1736050500,0.38923,0.38932,0.38841,0.38851,36166,DOGE_USDT
1736050500,3638.2,3638.35,3635.95,3636.1,5017,ETH_USDT
1736050500,98227.2,98227.2,98206.7,98206.7,93133,BTC_USDT
1736050500,2.3948,2.3955,2.394,2.3942,423,XRP_USDT
1736050500,218.02,218.02,217.75,217.82,73,SOL_USDT
1736050560,3635.9,3637.35,3635.85,3636.9,2945,ETH_USDT
1736050560,217.77,217.97,217.77,217.92,66,SOL_USDT
1736050560,2.3944,2.3944,2.3937,2.3937,840,XRP_USDT
1736050560,98206.8,98227.1,98206.7,98227,4174,BTC_USDT
1736050560,0.38855,0.38855,0.388,0.38819,30564,DOGE_USDT
1736050620,217.89,218.09,217.85,217.97,239,SOL_USDT
1736050620,2.3937,2.3937,2.3936,2.3936,16,XRP_USDT
1736050620,98227,98248,98224.8,98231.3,8750,BTC_USDT
1736050620,0.3882,0.38856,0.3882,0.38856,10615,DOGE_USDT
1736050620,3636.9,3638.3,3636.9,3637.45,2371,ETH_USDT
1736050680,217.99,218.28,217.98,218.23,88,SOL_USDT
1736050680,2.3941,2.3958,2.3941,2.3951,78,XRP_USDT
1736050680,98237,98257,98237,98257,18643,BTC_USDT
1736050680,3637.45,3639.3,3637.45,3639.05,1060,ETH_USDT
1736050680,0.38862,0.38873,0.38829,0.38829,15471,DOGE_USDT
1736050740,2.3946,2.3946,2.3937,2.3937,113,XRP_USDT
1736050740,98257,98262,98236.2,98252.8,31948,BTC_USDT
1736050740,218.22,218.28,218.15,218.28,71,SOL_USDT
1736050740,3639.1,3639.55,3638.05,3638.95,2530,ETH_USDT
1736050740,0.38838,0.38847,0.38813,0.38832,22493,DOGE_USDT
1736050800,2.3943,2.3975,2.3943,2.3975,754,XRP_USDT
1736050800,218.31,218.45,218.31,218.44,151,SOL_USDT
1736050800,3638.95,3642.45,3638.95,3642.25,9052,ETH_USDT
1736050800,98253,98323.4,98253,98322,16402,BTC_USDT
1736050800,0.3884,0.38878,0.3884,0.38878,2947,DOGE_USDT
1736050860,2.3978,2.3991,2.3978,2.3991,2687,XRP_USDT
1736050860,98322,98335.3,98298,98335.2,23896,BTC_USDT
1736050860,3642.25,3644.4,3642.2,3643.95,19611,ETH_USDT
1736050860,218.4,218.55,218.31,218.53,1648,SOL_USDT
1736050860,0.38874,0.38972,0.38863,0.38954,205413,DOGE_USDT
1736050920,2.3993,2.4007,2.3993,2.3993,2819,XRP_USDT
1736050920,3644,3644.9,3643.6,3644.1,36547,ETH_USDT
1736050920,218.53,218.59,218.5,218.51,428,SOL_USDT
1736050920,98335.2,98337.9,98331.8,98334,17583,BTC_USDT
1736050920,0.38956,0.39081,0.3894,0.39034,86957,DOGE_USDT
1736050980,3644.1,3644.1,3643.4,3643.65,7139,ETH_USDT
1736050980,0.39038,0.39085,0.39024,0.39044,29757,DOGE_USDT
1736050980,98329.4,98338,98318,98337.9,45773,BTC_USDT
1736050980,218.52,218.57,218.48,218.56,269,SOL_USDT
1736050980,2.3997,2.3997,2.3996,2.3997,40,XRP_USDT
1736051040,0.39055,0.39062,0.39024,0.39027,25905,DOGE_USDT
1736051040,3643.65,3644.2,3642.65,3644.2,13048,ETH_USDT
1736051040,218.55,218.62,218.39,218.6,147,SOL_USDT
1736051040,98338,98338,98337.9,98337.9,6465,BTC_USDT
1736051040,2.4001,2.4001,2.3997,2.3999,3547,XRP_USDT
1736051100,0.39024,0.39084,0.39021,0.3906,21095,DOGE_USDT
1736051100,218.62,218.7,218.61,218.61,572,SOL_USDT
1736051100,3644.2,3646.3,3643.95,3643.95,30290,ETH_USDT
1736051100,98337.9,98388.1,98337.9,98358.9,95447,BTC_USDT
1736051100,2.4005,2.4016,2.4005,2.4011,845,XRP_USDT
1736051160,3643.95,3645,3643.3,3644.65,7666,ETH_USDT
1736051160,98360,98400,98357.2,98392,19093,BTC_USDT
1736051160,0.39052,0.39052,0.38998,0.39031,35814,DOGE_USDT
1736051160,2.4013,2.4018,2.4003,2.4015,2570,XRP_USDT
1736051160,218.57,218.94,218.57,218.86,987,SOL_USDT
1736051220,3644.6,3649.05,3644.25,3646.9,42805,ETH_USDT
1736051220,98395.4,98479.1,98395.4,98461.8,113668,BTC_USDT
1736051220,2.4014,2.4023,2.4011,2.4023,533,XRP_USDT
1736051220,218.85,218.85,218.58,218.76,1356,SOL_USDT
1736051220,0.39031,0.39105,0.39031,0.39105,21681,DOGE_USDT
1736051280,98461.8,98479.9,98434.1,98479.8,87091,BTC_USDT
1736051280,0.39107,0.39114,0.39064,0.39064,26393,DOGE_USDT
1736051280,3647.25,3647.25,3646.45,3647.2,23707,ETH_USDT
1736051280,2.4023,2.4028,2.4019,2.4028,1644,XRP_USDT
1736051280,218.73,218.84,218.62,218.82,377,SOL_USDT
1736051340,0.39053,0.39053,0.3902,0.3902,4640,DOGE_USDT
1736051340,3647.25,3647.5,3645.4,3645.4,7593,ETH_USDT
1736051340,2.4027,2.4027,2.4017,2.4017,172,XRP_USDT
1736051340,98479.9,98479.9,98439.8,98439.8,57261,BTC_USDT
1736051340,218.82,218.82,218.56,218.6,700,SOL_USDT
1736051400,0.39019,0.39037,0.38992,0.39035,18295,DOGE_USDT
1736051400,3645.4,3646.55,3644.8,3646.55,7677,ETH_USDT
1736051400,2.4014,2.4023,2.4005,2.4023,244,XRP_USDT
1736051400,98439.8,98439.8,98394.5,98410.4,127380,BTC_USDT
1736051400,218.54,218.6,218.43,218.5,767,SOL_USDT
1736051460,3646.5,3647.2,3645.95,3647.2,7235,ETH_USDT
1736051460,0.39041,0.39044,0.39035,0.39037,6701,DOGE_USDT
1736051460,98406,98406,98386.1,98387.3,37738,BTC_USDT
1736051460,218.5,218.51,218.35,218.5,745,SOL_USDT
1736051460,2.4023,2.4033,2.4023,2.4033,523,XRP_USDT
1736051520,0.39035,0.39058,0.39028,0.3903,7818,DOGE_USDT
1736051520,98386.2,98394.4,98370.4,98394.4,25170,BTC_USDT
1736051520,3647.2,3647.2,3646.05,3646.75,1094,ETH_USDT
1736051520,218.48,218.54,218.41,218.48,263,SOL_USDT
1736051520,2.4024,2.4034,2.4024,2.4034,355,XRP_USDT
1736051580,2.4033,2.4052,2.4033,2.4044,764,XRP_USDT
1736051580,0.39042,0.39063,0.39036,0.39048,20734,DOGE_USDT
1736051580,98394.4,98429.9,98394.4,98402.5,41079,BTC_USDT
1736051580,3646.85,3648.85,3646.8,3647.1,30486,ETH_USDT
1736051580,218.52,218.63,218.47,218.47,106,SOL_USDT
1736051640,218.51,218.54,218.44,218.54,100,SOL_USDT
1736051640,0.39046,0.3905,0.39034,0.39042,6652,DOGE_USDT
1736051640,3647.15,3647.95,3646.2,3646.25,7832,ETH_USDT
1736051640,98406.3,98406.4,98379,98379.1,21338,BTC_USDT
1736051640,2.4041,2.4041,2.402,2.402,502,XRP_USDT
1736051700,218.54,218.66,218.47,218.57,202,SOL_USDT
1736051700,98379.1,98379.1,98353.2,98353.3,43032,BTC_USDT
1736051700,2.4019,2.4019,2.4001,2.4007,138,XRP_USDT
1736051700,3646.25,3647.2,3645.4,3645.45,6927,ETH_USDT
1736051700,0.3903,0.39042,0.39027,0.39027,7543,DOGE_USDT
1736051760,218.56,218.58,218.5,218.58,97,SOL_USDT
1736051760,3645.4,3647.6,3644.8,3647.6,7419,ETH_USDT
1736051760,98353.2,98408.1,98353.2,98408.1,5516,BTC_USDT
1736051760,0.39027,0.39066,0.39016,0.39066,9601,DOGE_USDT
1736051760,2.4001,2.4015,2.3984,2.4015,2217,XRP_USDT
1736051820,218.58,218.58,218.4,218.45,66,SOL_USDT
1736051820,3647.6,3647.8,3647.3,3647.65,8498,ETH_USDT
1736051820,98408,98408.1,98401.3,98402.3,6310,BTC_USDT
1736051820,0.3907,0.39081,0.39064,0.39081,16081,DOGE_USDT
1736051820,2.4014,2.4027,2.4014,2.4026,388,XRP_USDT
1736051880,0.39074,0.39075,0.39066,0.39067,7603,DOGE_USDT
1736051880,2.402,2.4025,2.4016,2.4025,123,XRP_USDT
1736051880,98402.2,98416.1,98390.6,98413.4,17081,BTC_USDT
1736051880,218.51,218.51,218.32,218.36,214,SOL_USDT
1736051880,3647.45,3647.45,3646.15,3647.15,3543,ETH_USDT
1736051940,98413.4,98425.8,98400,98410.3,16837,BTC_USDT
1736051940,3647.15,3647.15,3645.2,3645.3,4708,ETH_USDT
1736051940,2.4017,2.4017,2.4017,2.4017,13,XRP_USDT
1736051940,218.37,218.42,218.34,218.4,112,SOL_USDT
1736051940,0.39059,0.39107,0.39059,0.39107,15399,DOGE_USDT
1736052000,218.45,218.46,218.42,218.42,33,SOL_USDT
1736052000,3645.3,3645.95,3645,3645,6033,ETH_USDT
1736052000,98408.3,98409.1,98385,98385,4795,BTC_USDT
1736052000,0.39106,0.39122,0.39083,0.39083,13701,DOGE_USDT
1736052000,2.4017,2.4017,2.4006,2.4006,211,XRP_USDT
1736052060,218.36,218.42,218.35,218.42,39,SOL_USDT
1736052060,2.4005,2.4005,2.3997,2.4001,243,XRP_USDT
1736052060,0.39081,0.39105,0.39072,0.39103,5480,DOGE_USDT
1736052060,98382.1,98382.1,98370.8,98378.5,10810,BTC_USDT
1736052060,3645,3645,3644,3644.25,6461,ETH_USDT
1736052120,0.39103,0.39145,0.39103,0.39144,48496,DOGE_USDT
1736052120,98381.2,98381.3,98371.1,98374.9,4631,BTC_USDT
1736052120,218.42,218.42,218.28,218.31,233,SOL_USDT
1736052120,3644.3,3645.05,3643.5,3644.4,1549,ETH_USDT
1736052120,2.4006,2.4008,2.3999,2.4008,99,XRP_USDT
1736052180,0.39145,0.39151,0.39108,0.39108,15705,DOGE_USDT
1736052180,2.4002,2.4002,2.3992,2.3993,351,XRP_USDT
1736052180,218.33,218.4,218.33,218.35,82,SOL_USDT
1736052180,98375,98375,98352,98352.1,35183,BTC_USDT
1736052180,3644.5,3645.1,3643.2,3643.3,11662,ETH_USDT
1736052240,3643.25,3643.25,3642.7,3642.85,7321,ETH_USDT
1736052240,2.3998,2.4021,2.3994,2.4019,417,XRP_USDT
1736052240,0.39104,0.39122,0.39088,0.39099,21345,DOGE_USDT
1736052240,98352.1,98352.1,98338.4,98338.5,15444,BTC_USDT
1736052240,218.35,218.37,218.27,218.28,197,SOL_USDT
1736052300,2.4015,2.4019,2.4005,2.4015,112,XRP_USDT
1736052300,98338.4,98338.4,98304.1,98318.1,20410,BTC_USDT
1736052300,218.3,218.34,218.25,218.25,636,SOL_USDT
1736052300,0.39104,0.39109,0.39065,0.39065,12458,DOGE_USDT
1736052300,3642.85,3643.3,3642.25,3642.5,5893,ETH_USDT
1736052360,3642.3,3642.6,3641.4,3641.75,7814,ETH_USDT
1736052360,0.39061,0.39071,0.39052,0.39055,1050,DOGE_USDT
1736052360,98318.2,98318.2,98318.1,98318.1,10471,BTC_USDT
1736052360,2.401,2.401,2.4005,2.4005,268,XRP_USDT
1736052360,218.26,218.33,218.25,218.28,558,SOL_USDT
1736052420,0.39054,0.39093,0.39054,0.39073,4858,DOGE_USDT
1736052420,98318.1,98327.8,98318.1,98327.8,2440,BTC_USDT
1736052420,3641.75,3643,3641.75,3642.85,11817,ETH_USDT
1736052420,218.29,218.36,218.26,218.34,131,SOL_USDT
1736052420,2.4,2.401,2.3998,2.401,555,XRP_USDT
1736052480,0.39071,0.39097,0.39071,0.39085,8847,DOGE_USDT
1736052480,2.4013,2.4013,2.4006,2.4006,94,XRP_USDT
1736052480,218.37,218.45,218.37,218.37,123,SOL_USDT
1736052480,3642.85,3643.3,3642.5,3642.55,1864,ETH_USDT
1736052480,98327.7,98341.3,98327.7,98341.2,32532,BTC_USDT
1736052540,98341.2,98341.3,98335.9,98336,12828,BTC_USDT
1736052540,0.39096,0.3912,0.39094,0.3912,20538,DOGE_USDT
1736052540,2.4005,2.4005,2.3996,2.3999,89,XRP_USDT
1736052540,218.36,218.42,218.36,218.41,96,SOL_USDT
1736052540,3642.55,3643.05,3642.1,3642.25,5501,ETH_USDT
